hotel_name,longitude_latitude
The Magnaura Palace Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.005436,28.979248&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=oXX-MHrhpcgX0rmQYUsrpIT50G4="");"
El Vino Hotel Suites - Special Class,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C37.039434,27.43892&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=jI9L0d3RV5gQlFzo9NtQXH3Ja-M="");"
Deluxe Golden Horn Sultanahmet Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.006874,28.973881&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=rXHP3zhEwv-4gCrXXan_num57Hk="");"
Labranda Mares Marmaris - All Inclusive,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.823098,28.242001&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=QA8K2sODb03aq6cQaKlulFsK_ZA="");"
Galley Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.003234,28.967945&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=Jk90b6Q6FPiKlYwR3x3-PPoB59U="");"
Divan Istanbul City,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.066521,29.001641&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=6ezwf6mRxEwAdX6ApGWqxhuhV0M="");"
Senatus Hotel - Special Class,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.005738,28.980431&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=FRnLzTOSZKWW0CyBu6Y5B-G59ps="");"
The Stay Bosphorus,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.047688,29.025152&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=fTBzdxQpccC6Ygq58m-XQhS5-BU="");"
Celsus Boutique Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C37.95083,27.36756&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=zzO17Qml6Y8SlUdzes7mIpvdLkg="");"
Pell Palace Hotel & Spa,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.0074,28.969814&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=kBmmRzfN-nGWWop8X7qpJhCioDo="");"
"Bh Conference & Airport Hotel, Istanbul","background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.000627,28.802389&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=TyPvi2wTuY_blRP8goY6xKNN0-I="");"
Ayasoluk Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C37.9503,27.367646&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=NYc2z4aVRzQB4VU1ZV9nHcmfwnk="");"
The Stay Nisantasi,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.049035,28.992453&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=roSFWTAkS-bzRtFpJevhrmQoJx0="");"
Azka Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C37.030069,27.41731&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=ZkuW4qSXIIwqFzlyFwkCWJ7TbVU="");"
Radisson President Beyazit Istanbul,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.007507,28.965437&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=FzG-S2rUL_UYNrhHtjSr3dViAy0="");"
Doruk Palas Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.026756,28.970213&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=LQNjTtLlR7rkYwlFGOdtCMMBRGM="");"
Hotel Alilass,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.005243,28.980115&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=kSbgwpJh9Hcs686y5cM3lYBoADA="");"
Park Dedeman Levent,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.078962,29.012158&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=zY8UN_OBXzgd46o6wnEy_RapKwI="");"
Agora Life Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.010619,28.975963&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=GsG1oWUXkMAC_7mBLqZBP1e1DCk="");"
Calista Luxury Resort - All Inclusive,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.858918,31.031221&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=lJcdSgVbWDtQVsWA6pppI1sIR90="");"
Akra Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.864299,30.726517&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=Fa6Jt_ejKsuJpmp7KZa7fL-ndYQ="");"
The House Hotel Karakoy,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.023731,28.974807&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=xVVbzbelyqZ0uWgUa0blPCzyrXc="");"
Labranda TMT Bodrum - All Inclusive,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C37.022792,27.443022&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=S-v6-pAHWm03Pz0N7vASpOCKO1U="");"
"Shangri-La Bosphorus, Istanbul","background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.040816,29.004604&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=Bq1jwoUC-dyLyjRok5kX23sAk1I="");"
Svalinn Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C38.331766,27.134918&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=TEYMc3XzSs1DELeG-2KqHz7-lRc="");"
Wish More Hotel Istanbul,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.049137,28.899213&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=OoepKseHyVVTmNqfz-cQGnlLuVM="");"
PRIMERO HOTEL,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.00667,28.96967&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=crZAEFiTcX2jb8nAx4jUuS6zAvA="");"
Idylle Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.011854,28.978276&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=fBs-8agnYJ2fDuul47evRbsk5OM="");"
Seraglio Hotel & Suites,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.003969,28.979413&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=kVFr5g6ZTemt-7OQcgQRhV7FmUs="");"
Muyan Suites,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.006287,28.972127&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=tIQxribZVSUwvDmNdNZyQ3_PSyg="");"
Faros Hotel Old City,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.008347,28.973781&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=2vHWUpjXjkbnh7R70F_9_qVOP5M="");"
Ayhan Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.887807,30.699803&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=eZQOtnQnYznLVgUKuNqBSTLhbQo="");"
Hotel Sultan Hill,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.00488,28.97574&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=w4ZVcAQi-vQII28bdvJNUHfGWAQ="");"
Beethoven Premium Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.01153,28.95634&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=q9PafZ_U5bSMZod04Bj4_BVfgdU="");"
Kalyon Hotel Istanbul,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.002854,28.981185&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=kodFbLWhTo9BcLZIzC6ou5jt948="");"
The Marmara Pera,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.030914,28.97407&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=_UxsPYibsK8WnbD2dt0d_GU3PwY="");"
Hotel Su & Aqualand,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.87817,30.661891&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=Al1jsDr1Z4Nhzd9KemWtloce5-g="");"
Marti Resort Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.807367,28.229807&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=E3y61-Ovg6y-Pzqq1Mn499m4vAk="");"
Valide Sultan Konagi,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.007076,28.981499&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=5JYvI41jaVHgUXg5CYLlRiGjhdo="");"
Adamar Hotel - Special Class,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.009744,28.976478&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=WY-YmIXObT8BfrJpU9sH22nT5RQ="");"
Best Western Empire Palace Hotel & Spa,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.01354,28.977244&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=FiNU31RNDGJt2JK_JT-lL_To3Xg="");"
Armada Istanbul Old City Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.003862,28.981746&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=4tOYUZyTB11l8nwoanxvkUPzvig="");"
Hotel Paris Prestige,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C38.4256,27.1478&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=DhIsDDQpLeTfJJSwk8byCj6rSgg="");"
Limak Lara De Luxe Hotel - All Inclusive,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.85666,30.880755&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=uyBpZDNTFX1ZxN-AcAmvGxez2A0="");"
Hotel Sari Konak,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.004479,28.979875&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=defLbJpQ1oJpgy0MY4w-yyrBXm8="");"
Eser Premium Hotel and Spa,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.018816,28.58735&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=HEQavmDkb6WwwmZVeuY8aEfrX58="");"
Hotel Sultania- Boutique Class,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.012348,28.97741&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=Pzu-ov5OTPAVJbSVFA-FApUq9GI="");"
Martı Hemithea Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.771132,28.129452&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=-0DWdw7K5FnXzGaCPii9wWSGQRM="");"
Tempo Suites Airport İstanbul,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.993626,28.841096&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=8I20UO213ZaB7TVSPGo57sRGWFw="");"
Sidonya Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C40.995638,29.026212&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=c_VINYG4belVID76qr-Z6TSkPso="");"
Tashkonak Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.003344,28.976741&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=NcjG_wugKbvYYHFshfzR2e3DH7w="");"
Hotel 1207 Special Class,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.883626,30.708385&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=MHum_cCLMov8zxJV0y5x8c59Sto="");"
Corinne Art & Boutique Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C41.03331,28.981008&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=nlX2L-GZAn8Jo_4-hFtB7sF4fEc="");"
La Farine Hotel,"background-image: url(""https://maps.googleapis.com/maps/api/staticmap?channel=expedia-HotelInformation&maptype=roadmap&format=jpg&zoom=13&scale=&size=600x120&markers=icon:https://a.travel-assets.com/shopping-pwa/images/his-preview-marker.png%7C36.622309,29.103124&key=AIzaSyCVXTpQib1jqNNPbvqRdo3kIYT4zC6nEK8&signature=S0YQXDww_9VQMDlOuDnLFgU4940="");"
